CustomerID,Age,Occupation,Gender,MaritalStatus,NumberOfTrips,Passport,OwnCar,Designation,MonthlyIncome
200089,46.0,Small Business,Male,Unmarried,2.0,0,0,Senior Manager,24619.0
200090,40.0,Salaried,Male,Divorced,2.0,0,1,AVP,28503.0
200091,51.0,Small Business,Male,Single,1.0,1,1,Manager,20441.0
200092,30.0,Small Business,Female,Married,2.0,1,1,Manager,20209.0
200093,46.0,Small Business,Male,Divorced,3.0,1,1,Senior Manager,25673.0
200094,32.0,Small Business,Male,Single,2.0,0,1,Manager,20010.0
200095,54.0,Large Business,Female,Divorced,1.0,0,1,Senior Manager,28549.0
200096,24.0,Salaried,Female,Divorced,1.0,0,1,Manager,19999.0
200097,,Small Business,Male,Divorced,2.0,0,1,Manager,
200098,58.0,Small Business,Male,Single,1.0,0,1,AVP,28872.0
200099,44.0,Small Business,Male,Divorced,5.0,0,1,Manager,17042.0
200100,37.0,Salaried,Male,Married,5.0,1,1,Executive,17073.0
200101,32.0,Salaried,Male,Single,2.0,0,0,Executive,17956.0
200102,20.0,Salaried,Female,Single,2.0,1,1,Executive,17926.0
200103,34.0,Salaried,Female,Single,2.0,0,1,Manager,19809.0
200104,37.0,Salaried,Male,Married,6.0,0,0,Manager,20163.0
200105,59.0,Salaried,Female,Divorced,1.0,0,1,VP,33844.0
200106,50.0,Salaried,Female,Divorced,4.0,1,0,VP,33172.0
200107,25.0,Small Business,Male,Single,2.0,1,1,Manager,20744.0
200108,25.0,Small Business,Male,Divorced,2.0,0,1,Executive,17889.0
200109,22.0,Small Business,Female,Single,2.0,0,1,Executive,17871.0
200110,51.0,Small Business,Female,Unmarried,4.0,0,1,Senior Manager,22484.0
200111,34.0,Salaried,Male,Single,2.0,1,1,Manager,21074.0
200112,54.0,Salaried,Female,Single,3.0,1,1,AVP,32328.0
200113,24.0,Salaried,Male,Divorced,1.0,0,1,Executive,17774.0
200114,34.0,Salaried,Female,Married,7.0,0,0,Manager,19505.0
200115,37.0,Salaried,Male,Unmarried,3.0,0,0,Senior Manager,22428.0
200116,34.0,Small Business,Fe Male,Unmarried,3.0,0,0,Senior Manager,26631.0
200117,36.0,Large Business,Female,Divorced,1.0,0,0,Senior Manager,24738.0
200118,36.0,Salaried,Female,Married,6.0,0,1,Executive,17835.0
200119,43.0,Salaried,Male,Divorced,2.0,1,0,AVP,31959.0
200120,30.0,Salaried,Male,Married,2.0,0,1,Executive,17613.0
200121,33.0,Small Business,Male,Divorced,1.0,0,0,Manager,21146.0
200122,56.0,Salaried,Female,Divorced,1.0,1,1,Executive,19963.0
200123,51.0,Salaried,Male,Single,1.0,0,1,VP,34537.0
200124,31.0,Salaried,Male,Divorced,5.0,1,1,Manager,21172.0
200125,26.0,Salaried,Female,Divorced,2.0,0,1,Executive,17368.0
200126,58.0,Small Business,Female,Divorced,2.0,0,1,Senior Manager,25312.0
200127,19.0,Small Business,Male,Single,2.0,1,0,Executive,16675.0
200128,22.0,Large Business,Male,Divorced,1.0,0,1,Executive,17523.0
200129,49.0,Small Business,Female,Divorced,2.0,0,1,Manager,21567.0
200130,43.0,Small Business,Female,Single,5.0,0,0,Executive,19739.0
200131,50.0,Small Business,Fe Male,Unmarried,5.0,0,0,Senior Manager,24208.0
200132,31.0,Salaried,Female,Divorced,4.0,1,1,Manager,19559.0
200133,41.0,Salaried,Male,Married,4.0,1,0,Senior Manager,23189.0
200134,26.0,Salaried,Female,Divorced,2.0,0,1,Executive,17942.0
200135,36.0,Small Business,Male,Married,7.0,0,1,Manager,19941.0
200136,51.0,Salaried,Male,Unmarried,3.0,0,0,Senior Manager,25650.0
200137,39.0,Salaried,Female,Divorced,5.0,0,1,Manager,20902.0
200138,25.0,Salaried,Male,Divorced,3.0,0,0,Manager,23639.0
200139,30.0,Salaried,Male,Divorced,1.0,1,1,Manager,21347.0
200140,,Small Business,Female,Single,1.0,0,1,Executive,
200141,,Small Business,Male,Single,6.0,0,1,Executive,18452.0
200142,38.0,Large Business,Female,Single,4.0,1,0,Manager,1000.0
200143,30.0,Salaried,Female,Single,2.0,0,1,Executive,17632.0
200144,32.0,Small Business,Male,Married,1.0,0,0,Manager,19668.0
200145,30.0,Large Business,Female,Married,6.0,0,1,Executive,18204.0
200146,30.0,Small Business,Male,Single,1.0,0,0,Executive,17720.0
200147,41.0,Salaried,Male,Married,5.0,0,1,AVP,32181.0
200148,41.0,Salaried,Male,Divorced,3.0,0,0,Executive,17238.0
200149,19.0,Small Business,Female,Single,2.0,0,1,Executive,16483.0
200150,40.0,Small Business,Female,Married,2.0,0,1,Manager,20605.0
200151,35.0,Small Business,Male,Divorced,2.0,0,1,Senior Manager,22295.0
200152,53.0,Small Business,Male,Divorced,3.0,1,0,Manager,17306.0
200153,45.0,Salaried,Male,Married,1.0,0,1,Manager,17348.0
200154,32.0,Small Business,Fe Male,Unmarried,2.0,0,1,Senior Manager,23998.0
200155,29.0,Large Business,Male,Divorced,2.0,0,0,Manager,
200156,51.0,Small Business,Male,Divorced,3.0,0,1,Manager,21132.0
200157,58.0,Small Business,Female,Divorced,5.0,1,1,Executive,18346.0
200158,40.0,Small Business,Male,Divorced,1.0,0,1,Senior Manager,25855.0
200159,34.0,Small Business,Female,Divorced,7.0,0,1,Executive,17231.0
200160,22.0,Small Business,Male,Divorced,2.0,0,0,Executive,17323.0
200161,27.0,Small Business,Male,Married,7.0,0,0,Executive,17024.0
200162,28.0,Small Business,Male,Divorced,2.0,0,0,Executive,17713.0
200163,57.0,Salaried,Male,Married,4.0,1,1,Senior Manager,24439.0
200164,27.0,Small Business,Male,Married,2.0,1,0,Executive,17566.0
200165,50.0,Salaried,Female,Single,4.0,0,1,VP,34926.0
200166,41.0,Salaried,Male,Married,5.0,0,1,Executive,17451.0
200167,30.0,Salaried,Female,Divorced,3.0,0,1,Senior Manager,24419.0
200168,38.0,Salaried,Fe Male,Unmarried,5.0,0,1,Manager,23686.0
200169,32.0,Salaried,Male,Single,4.0,0,0,Executive,18038.0
200170,27.0,Large Business,Male,Divorced,1.0,1,1,Executive,18058.0
200171,19.0,Large Business,Female,Single,1.0,0,1,Executive,17325.0
200172,36.0,Small Business,Male,Single,5.0,0,1,Executive,17088.0
200173,30.0,Small Business,Male,Married,2.0,0,0,Manager,18072.0
200174,45.0,Salaried,Female,Married,5.0,1,0,Manager,20006.0
200175,56.0,Salaried,Female,Married,5.0,1,1,Executive,
200176,33.0,Salaried,Male,Single,1.0,0,0,Executive,17500.0
200177,19.0,Salaried,Male,Single,2.0,0,0,Executive,16102.0
200178,46.0,Small Business,Female,Married,2.0,0,1,Senior Manager,25453.0
200179,38.0,Salaried,Female,Single,2.0,0,1,Executive,17288.0
200180,,Small Business,Female,Divorced,1.0,1,1,Executive,
200181,34.0,Small Business,Female,Single,3.0,0,1,Executive,17311.0
200182,41.0,Small Business,Female,Single,2.0,1,0,Executive,18140.0
200183,,Small Business,Male,Divorced,3.0,0,0,Executive,18690.0
200184,53.0,Small Business,Female,Married,2.0,0,1,Manager,
200185,33.0,Small Business,Female,Divorced,2.0,0,0,Executive,17756.0
200186,40.0,Small Business,Female,Divorced,2.0,0,0,VP,34033.0
200187,55.0,Small Business,Male,Single,1.0,0,0,VP,33722.0
200188,34.0,Salaried,Male,Divorced,2.0,0,0,Manager,24547.0
200189,51.0,Small Business,Female,Single,4.0,0,0,AVP,28734.0
200190,52.0,Salaried,Male,Divorced,1.0,0,1,VP,34999.0
200191,27.0,Small Business,Female,Single,2.0,0,1,Executive,17279.0
200192,35.0,Salaried,Male,Divorced,4.0,1,1,Manager,20916.0
200193,43.0,Small Business,Male,Married,5.0,0,0,Executive,17089.0
200194,45.0,Small Business,Male,Divorced,1.0,0,1,AVP,31792.0
200195,,Salaried,Male,Divorced,2.0,1,0,Executive,18564.0
200196,35.0,Small Business,Female,Single,6.0,0,1,Manager,
200197,42.0,Small Business,Female,Married,3.0,0,0,Manager,20265.0
200198,38.0,Salaried,Male,Divorced,1.0,0,0,Manager,21553.0
200199,38.0,Large Business,Male,Divorced,4.0,0,0,Manager,21261.0
200200,27.0,Large Business,Male,Divorced,6.0,0,0,Manager,
200201,49.0,Salaried,Male,Married,2.0,1,0,Manager,21804.0
200202,,Small Business,Male,Married,2.0,1,1,Executive,
200203,40.0,Small Business,Male,Divorced,1.0,1,1,Manager,17741.0
200204,38.0,Small Business,Male,Divorced,1.0,1,0,Manager,21673.0
200205,29.0,Small Business,Female,Divorced,2.0,0,1,Senior Manager,22639.0
200206,22.0,Salaried,Male,Married,2.0,1,0,Executive,17328.0
200207,36.0,Small Business,Female,Single,2.0,0,1,Executive,17153.0
200208,40.0,Salaried,Male,Divorced,1.0,0,1,Manager,19876.0
200209,46.0,Small Business,Male,Married,1.0,0,0,Senior Manager,24396.0
200210,32.0,Small Business,Male,Divorced,2.0,0,1,Senior Manager,25400.0
200211,30.0,Salaried,Male,Unmarried,2.0,0,1,Senior Manager,23474.0
200212,27.0,Salaried,Fe Male,Unmarried,2.0,0,1,Manager,24981.0
200213,51.0,Salaried,Male,Divorced,6.0,0,1,Senior Manager,27490.0
200214,30.0,Large Business,Female,Single,6.0,1,1,Executive,17657.0
200215,41.0,Salaried,Fe Male,Single,4.0,1,0,Senior Manager,28591.0
200216,30.0,Small Business,Female,Unmarried,6.0,0,0,Manager,21696.0
200217,29.0,Large Business,Male,Single,1.0,0,0,Executive,17058.0
200218,45.0,Small Business,Fe Male,Unmarried,7.0,0,1,Senior Manager,23865.0
200219,54.0,Small Business,Female,Divorced,3.0,0,1,Manager,20940.0
200220,36.0,Salaried,Male,Single,1.0,0,0,Manager,20914.0
200221,33.0,Small Business,Female,Divorced,7.0,0,0,Executive,17622.0
200222,37.0,Salaried,Male,Married,2.0,1,0,Senior Manager,27185.0
200223,38.0,Salaried,Male,Married,1.0,0,1,Senior Manager,25609.0
200224,31.0,Small Business,Male,Divorced,1.0,0,1,Manager,
200225,59.0,Salaried,Male,Divorced,4.0,0,0,Executive,17177.0
200226,37.0,Small Business,Male,Married,5.0,0,1,Executive,17177.0
200227,29.0,Small Business,Female,Divorced,2.0,0,1,Senior Manager,22918.0
200228,35.0,Small Business,Fe Male,Unmarried,2.0,0,1,Senior Manager,23789.0
200229,29.0,Small Business,Male,Single,2.0,1,0,Executive,17389.0
200230,52.0,Salaried,Female,Single,1.0,0,0,Executive,18212.0
200231,42.0,Large Business,Male,Divorced,2.0,0,0,VP,34232.0
200232,59.0,Small Business,Male,Divorced,1.0,0,1,Executive,17267.0
200233,50.0,Small Business,Female,Married,4.0,0,1,VP,34517.0
200234,33.0,Small Business,Male,Divorced,6.0,1,0,Executive,17436.0
200235,43.0,Small Business,Female,Divorced,6.0,1,0,AVP,31064.0
200236,33.0,Salaried,Female,Divorced,1.0,0,1,Executive,17707.0
200237,52.0,Salaried,Male,Single,2.0,1,1,VP,34068.0
200238,,Salaried,Female,Divorced,3.0,0,1,Executive,
200239,,Salaried,Male,Single,1.0,1,1,Executive,
200240,39.0,Small Business,Female,Married,1.0,0,0,Executive,17232.0
200241,32.0,Small Business,Male,Divorced,1.0,0,1,Manager,
200242,41.0,Salaried,Male,Married,3.0,0,1,Manager,18072.0
200243,40.0,Large Business,Male,Married,2.0,0,1,Manager,18319.0
200244,45.0,Salaried,Male,Divorced,1.0,0,1,VP,34202.0
200245,31.0,Small Business,Male,Married,1.0,0,1,Senior Manager,28675.0
200246,33.0,Salaried,Female,Divorced,2.0,0,0,Executive,17911.0
200247,34.0,Salaried,Male,Divorced,7.0,0,0,Manager,20957.0
200248,,Small Business,Female,Divorced,3.0,0,1,Executive,
200249,45.0,Salaried,Male,Divorced,5.0,0,0,Manager,21434.0
200250,37.0,Small Business,Male,Married,7.0,0,1,Senior Manager,25048.0
200251,39.0,Large Business,Fe Male,Unmarried,1.0,0,1,Senior Manager,25938.0
200252,29.0,Salaried,Male,Single,2.0,0,0,Executive,17340.0
200253,42.0,Salaried,Female,Unmarried,4.0,1,0,Manager,21545.0
200254,29.0,Small Business,Male,Married,3.0,0,1,Manager,21931.0
200255,25.0,Salaried,Female,Divorced,1.0,0,1,Manager,19898.0
200256,42.0,Small Business,Female,Married,1.0,1,1,Executive,17593.0
200257,40.0,Small Business,Male,Married,1.0,0,0,VP,34436.0
200258,51.0,Salaried,Male,Divorced,2.0,0,1,Executive,17723.0
200259,,Small Business,Male,Single,1.0,0,1,Executive,18479.0
200260,32.0,Salaried,Male,Divorced,2.0,0,0,Executive,17794.0
200261,38.0,Salaried,Male,Divorced,4.0,0,1,Manager,20249.0
200262,32.0,Large Business,Male,Single,5.0,0,0,Manager,17176.0
200263,46.0,Large Business,Female,Divorced,4.0,1,1,AVP,31872.0
200264,,Salaried,Male,Single,3.0,0,1,Executive,18485.0
200265,29.0,Small Business,Male,Divorced,3.0,0,0,Manager,21644.0
200266,31.0,Small Business,Male,Divorced,1.0,0,1,Manager,20582.0
200267,,Salaried,Male,Married,2.0,0,1,Manager,
200268,45.0,Small Business,Male,Divorced,1.0,1,0,AVP,28496.0
200269,36.0,Salaried,Male,Divorced,1.0,0,1,Executive,18210.0
200270,55.0,Small Business,Male,Single,1.0,1,1,VP,34045.0
200271,47.0,Salaried,Male,Divorced,2.0,1,1,Senior Manager,26849.0
200272,28.0,Small Business,Male,Divorced,2.0,0,1,Executive,17070.0
200273,37.0,Small Business,Male,Divorced,5.0,0,0,Manager,21502.0
200274,21.0,Small Business,Male,Single,2.0,0,1,Executive,18230.0
200275,37.0,Small Business,Female,Married,3.0,1,0,Senior Manager,28603.0
200276,35.0,Salaried,Female,Married,1.0,0,1,Senior Manager,26996.0
200277,38.0,Small Business,Female,Married,2.0,1,0,Manager,20605.0
200278,26.0,Salaried,Female,Married,2.0,0,0,Manager,21397.0
200279,50.0,Salaried,Male,Married,4.0,0,1,VP,34144.0
200280,53.0,Small Business,Male,Divorced,4.0,1,0,AVP,32584.0
200281,42.0,Salaried,Male,Divorced,2.0,0,1,Manager,19907.0
200282,29.0,Salaried,Male,Single,2.0,0,0,Manager,19554.0
200283,55.0,Large Business,Male,Divorced,4.0,1,1,Manager,20415.0
200284,26.0,Small Business,Male,Divorced,2.0,1,1,Manager,19741.0
200285,37.0,Salaried,Female,Single,2.0,0,1,Executive,17115.0
200286,44.0,Salaried,Male,Married,4.0,1,0,Executive,18161.0
200287,38.0,Salaried,Male,Married,1.0,0,0,Manager,20745.0
200288,26.0,Small Business,Male,Married,3.0,1,1,Executive,17373.0
200289,28.0,Salaried,Female,Single,2.0,0,0,Executive,18310.0
200290,49.0,Salaried,Female,Single,1.0,1,0,VP,33665.0
200291,36.0,Large Business,Male,Single,5.0,0,1,Manager,19485.0
200292,31.0,Small Business,Female,Married,2.0,0,0,Executive,17789.0
200293,26.0,Small Business,Male,Single,2.0,1,1,Manager,20828.0
200294,37.0,Small Business,Male,Divorced,2.0,1,0,Executive,17326.0
200295,42.0,Small Business,Female,Divorced,6.0,0,1,AVP,28525.0
200296,18.0,Salaried,Male,Single,2.0,0,0,Executive,16420.0
200297,35.0,Small Business,Male,Divorced,1.0,0,1,Senior Manager,23020.0
200298,,Salaried,Male,Divorced,5.0,0,0,Executive,18688.0
200299,51.0,Small Business,Male,Married,6.0,0,0,Manager,20482.0
200300,41.0,Salaried,Male,Single,2.0,0,1,AVP,31015.0
200301,18.0,Small Business,Female,Single,2.0,0,1,Executive,16200.0
200302,28.0,Small Business,Male,Single,1.0,0,0,Manager,20661.0
200303,31.0,Large Business,Male,Divorced,5.0,0,1,Manager,21929.0
200304,39.0,Small Business,Male,Married,1.0,0,1,Senior Manager,24613.0
200305,36.0,Salaried,Female,Divorced,1.0,0,0,Manager,20674.0
200306,32.0,Salaried,Male,Divorced,2.0,0,1,Manager,20484.0
200307,38.0,Salaried,Female,Divorced,4.0,0,1,Senior Manager,27061.0
200308,58.0,Salaried,Male,Married,3.0,1,1,Manager,20660.0
200309,31.0,Large Business,Male,Divorced,1.0,1,0,Executive,19821.0
200310,31.0,Salaried,Male,Divorced,4.0,0,0,Manager,21410.0
200311,45.0,Salaried,Male,Married,2.0,0,1,Senior Manager,20210.0
200312,31.0,Salaried,Male,Married,1.0,1,1,Executive,17695.0
200313,33.0,Salaried,Female,Divorced,7.0,0,1,Senior Manager,26878.0
200314,39.0,Small Business,Male,Divorced,2.0,1,1,AVP,32068.0
200315,43.0,Salaried,Female,Single,1.0,0,0,Executive,17455.0
200316,49.0,Large Business,Female,Single,1.0,1,1,AVP,28964.0
200317,52.0,Small Business,Male,Divorced,3.0,0,1,Manager,19941.0
200318,27.0,Salaried,Female,Single,2.0,1,0,Executive,17478.0
200319,32.0,Large Business,Female,Divorced,2.0,1,1,Manager,20228.0
200320,27.0,Salaried,Male,Single,2.0,1,1,Manager,
200321,31.0,Small Business,Male,Married,5.0,0,0,Manager,22547.0
200322,32.0,Small Business,Female,Single,1.0,0,1,Manager,20055.0
200323,,Small Business,Male,Divorced,6.0,1,1,Executive,18464.0
200324,30.0,Small Business,Female,Divorced,2.0,0,0,Manager,20775.0
200325,31.0,Salaried,Female,Divorced,2.0,0,1,Senior Manager,23943.0
200326,39.0,Small Business,Male,Divorced,2.0,0,1,VP,34272.0
200327,39.0,Small Business,Female,Divorced,5.0,1,1,Manager,20238.0
200328,33.0,Small Business,Male,Single,4.0,0,1,Manager,19682.0
200329,47.0,Salaried,Male,Divorced,5.0,0,0,VP,33300.0
200330,43.0,Salaried,Female,Married,2.0,0,0,Manager,20257.0
200331,27.0,Small Business,Male,Divorced,1.0,1,0,Manager,21349.0
200332,54.0,Salaried,Female,Single,4.0,0,1,Manager,19869.0
200333,43.0,Salaried,Female,Divorced,1.0,0,1,Senior Manager,24985.0
200334,,Salaried,Male,Divorced,1.0,0,1,Manager,18697.0
200335,40.0,Small Business,Male,Divorced,3.0,1,1,Manager,22457.0
200336,29.0,Salaried,Male,Divorced,2.0,1,1,Executive,17119.0
200337,,Salaried,Male,Single,1.0,0,1,Executive,
200338,30.0,Small Business,Female,Married,2.0,0,0,Manager,21118.0
200339,27.0,Small Business,Female,Divorced,2.0,0,0,Manager,21214.0
200340,37.0,Small Business,Male,Married,1.0,0,0,Manager,21347.0
200341,38.0,Salaried,Male,Married,1.0,1,1,Senior Manager,26510.0
200342,31.0,Small Business,Female,Unmarried,2.0,1,1,Senior Manager,22143.0
200343,29.0,Small Business,Female,Married,2.0,1,0,Manager,23268.0
200344,35.0,Large Business,Male,Unmarried,1.0,0,0,Senior Manager,23095.0
200345,23.0,Salaried,Male,Married,2.0,0,1,Executive,17904.0
200346,41.0,Small Business,Male,Single,7.0,1,1,Manager,21032.0
200347,47.0,Small Business,Male,Single,4.0,0,0,Manager,17976.0
200348,42.0,Salaried,Female,Single,3.0,0,0,AVP,30992.0
200349,29.0,Salaried,Male,Divorced,2.0,0,1,Manager,19649.0
200350,42.0,Large Business,Male,Married,1.0,1,1,Executive,17696.0
200351,32.0,Small Business,Female,Divorced,2.0,0,0,Executive,17370.0
200352,48.0,Small Business,Female,Divorced,4.0,0,0,Senior Manager,27504.0
200353,37.0,Small Business,Male,Married,5.0,1,1,Manager,20974.0
200354,30.0,Large Business,Female,Divorced,1.0,1,1,Manager,19736.0
200355,26.0,Salaried,Male,Divorced,2.0,0,1,Manager,20296.0
200356,42.0,Salaried,Male,Unmarried,4.0,0,0,Manager,21781.0
200357,21.0,Large Business,Female,Single,2.0,1,1,Executive,17174.0
200358,36.0,Small Business,Female,Unmarried,5.0,0,1,Manager,21653.0
200359,36.0,Small Business,Male,Divorced,5.0,0,0,Senior Manager,24699.0
200360,57.0,Small Business,Male,Divorced,3.0,0,1,Manager,21755.0
200361,40.0,Salaried,Female,Divorced,4.0,1,0,Executive,17213.0
200362,21.0,Small Business,Male,Single,2.0,0,0,Executive,17610.0
200363,33.0,Small Business,Female,Single,2.0,1,1,Executive,17851.0
200364,,Small Business,Female,Divorced,7.0,0,1,Executive,18452.0
200365,46.0,Small Business,Female,Divorced,3.0,0,0,Manager,20258.0
200366,41.0,Small Business,Male,Unmarried,2.0,0,1,Manager,24355.0
200367,50.0,Large Business,Male,Unmarried,7.0,0,0,Senior Manager,25496.0
200368,40.0,Small Business,Male,Divorced,3.0,1,1,Manager,21380.0
200369,31.0,Salaried,Male,Single,1.0,1,1,Executive,17657.0
200370,21.0,Salaried,Female,Single,2.0,0,0,Executive,17716.0
200371,29.0,Salaried,Male,Single,1.0,0,1,Executive,17201.0
200372,35.0,Salaried,Male,Unmarried,1.0,0,1,Manager,21540.0
200373,,Small Business,Male,Married,2.0,0,0,Executive,
200374,28.0,Salaried,Male,Single,2.0,0,1,Manager,20253.0
200375,49.0,Salaried,Male,Unmarried,1.0,0,1,Senior Manager,25965.0
200376,51.0,Salaried,Female,Divorced,5.0,0,0,Manager,19936.0
200377,36.0,Salaried,Female,Divorced,5.0,0,1,Executive,17543.0
200378,34.0,Small Business,Male,Single,1.0,1,1,Manager,20304.0
200379,55.0,Salaried,Female,Single,3.0,1,0,AVP,31659.0
200380,24.0,Small Business,Female,Married,2.0,1,0,Manager,
200381,30.0,Large Business,Male,Divorced,2.0,0,1,Executive,17476.0
200382,26.0,Large Business,Male,Single,1.0,0,0,Executive,18102.0
200383,22.0,Small Business,Female,Divorced,2.0,0,1,Executive,17244.0
